text,intent
cate goluri are Ianis Hagi,player_goals
cate puncte sunt intre Paris Saint-Germain si lider in Ligue 1 2024-2025,points_gap_to_leader
diferenta de puncte Real Madrid lider La Liga 2017-2018,points_gap_to_leader
cate goluri are Krim Benzema in 2020-2021,player_goals
cat e gapul de puncte pentru niversitatea Craiova in Serie A 2019-2020,points_gap_to_leader
pretul la btc,other
spune-mi o gluma,other
cat e gapul de puncte pentru sepsi osk in UEFA Champions League 2019-2020,points_gap_to_leader
Arsenal cate puncte fata de lider in premier league 2024-2025,points_gap_to_leader
U Cluj cate puncte fata de lider in Liga 1 2023-2024,points_gap_to_leader
karim benzema cate goluri are in premier league 2023-2024,player_goals
goluri kylian mbappe 2019-2020,player_goals
puncte pana la lider pentru borussia dortmund in UEFA Champions League 2016-2017,points_gap_to_leader
cate goluri are Cristiano Ronaldo,player_goals
puncte pana la lider pentru Inter Milano in Liga 1 2020-2021,points_gap_to_leader
fa-mi un ceai,other
cat e gapul de puncte pentru Borussia Dortmund in Liga 1 2021-2022,points_gap_to_leader
cat e gapul de puncte pentru Bayern Munchen in Serie A 2022-2023,points_gap_to_leader
arata-mi programul de azi,other
cate puncte sunt intre fc barcelona si lider in UEFA Champions League 2017-2018,points_gap_to_leader
puncte pana la lider pentru Petrolul Ploiesti in Premier League 2018-2019,points_gap_to_leader
creaza un reminder maine,other
porneste muzica,other
cate puncte sunt intre arsenal si lider in serie a 2018-2019,points_gap_to_leader
cate goluri are Ianis Hagi in 2024-2025,player_goals
Rapid Bucuresti cate puncte fata de lider in Bundesliga 2018-2019,points_gap_to_leader
spune-mi o gluma,other
cate puncte sunt intre paris saint-germain si lider in Liga 1 2021-2022,points_gap_to_leader
puncte pana la lider pentru CFR Cluj in Bndesliga 2016-2017,points_gap_to_leader
brussia dortmund cate puncte fata de lider in Bundesliga 2020-2021,points_gap_to_leader
cat e gapul de puncte pentru FCSB in Serie A 2018-2019,points_gap_to_leader
FCSB cate puncte fata de lider in La Liga 2023-2024,points_gap_to_leader
puncte pana la lider pentru Jventus in UEFA Champions League 2021-2022,points_gap_to_leader
puncte pana la lider pentru Paris Saint-Germain in UEFA Champions League 2021-2022,points_gap_to_leader
spune-mi o gluma,other
cristiano ronaldo cate goluri are in ligue 1 2025-2026,player_goals
cate goluri are Darius Olaru in 2020-2021,player_goals
cate goluri are Darius Olaru in 2026-2027,player_goals
goluri Radu Dragusin in ultimele 5 meciuri,player_goals
cat e gapul de puncte pentru CFR Cluj in Lga 1 2017-2018,points_gap_to_leader
toni kroos cate goluri are in ligue 1 2026-2027,player_goals
Juventus cate puncte fata de lider in Liga 1 2025-2026,points_gap_to_leader
goluri darius olaru in ultimele 5 meciuri,player_goals
cate goluri are Mohamed Salah,player_goals
Rodrygo cate goluri are in bundesliga 2025-2026,player_goals
cate goluri are florian wirtz,player_goals
cate goluri are Vinicius Junior,player_goals
cate goluri are ntoine Griezmann,player_goals
puncte pana la lider pentru Cluj in bundesliga 2020-2021,points_gap_to_leader
diferenta de puncte UTA Arad lider uefa champions league 2017-2018,points_gap_to_leader
care e vremea azi,other
cate goluri are neymar,player_goals
goluri marcate de rodrygo in Serie A 2023-2024,player_goals
cate puncte sunt intre Dinamo Bucuresti si lider in Srie A 2017-2018,points_gap_to_leader
Toni Kroos cate goluri are in premier league 2022-2023,player_goals
cati km are maratonul,other
cat e gapul de puncte pentru dinamo bucuresti in Liga 1 2022-2023,points_gap_to_leader
radu dragusin cate goluri are in lgue 1 2024-2025,player_goals
puncte pana la lider pentru Rapid Bucuresti in Liga 1 2021-2022,points_gap_to_leader
cate goluri are Bukayo Saka,player_goals
goluri marcate de Kylian Mbappe in Bundesliga 2021-2022,player_goals
cat e gapul de puncte pentru FCSB in Serie A 2021-2022,points_gap_to_leader
goluri jude bellingham 2025-2026,player_goals
prneste muzica,other
cate goluri are Rodrygo in 2019-2020,player_goals
Liverpool cate puncte fata de lider in Liga 1 2017-2018,points_gap_to_leader
pretul la btc,other
cate goluri are Robert Lewandowski in 2026-2027,player_goals
cate goluri are florinel coman,player_goals
goluri marcate de karim benzema in ligue 1 2026-2027,player_goals
cat e gapul de puncte pentru Dnamo Bucuresti in UEFA Champions League 2026-2027,points_gap_to_leader
Ianis Hagi cate goluri are in premier league 2021-2022,player_goals
puncte pana la lider pentru Bayern Munchen in serie a 2016-2017,points_gap_to_leader
cate puncte sunt intre Paris Saint-Germain si lider in Premier League 2020-2021,points_gap_to_leader
cate goluri are cristiano ronaldo,player_goals
goluri marcate de Denis Alibec in Liga 1 2016-2017,player_goals
cate goluri are lionel messi,player_goals
puncte pana la lider pentru Byern Munchen in Liga 1 2024-2025,points_gap_to_leader
diferenta de puncte Liverpool lider La Liga 2021-2022,points_gap_to_leader
cate puncte sunt intre sepsi osk si lider in La Liga 2022-2023,points_gap_to_leader
ce ora este,other
cate goluri are Darius Olaru,player_goals
puncte pana la lider pentru Farul Constanta in Serie A 2023-2024,points_gap_to_leader
Paris Saint-Germain cate puncte fata de lider in liga 1 2024-2025,points_gap_to_leader
arata-mi programul de azi,other
cum gatesc paste,other
ce ora este,other
diferenta de puncte Bayern Munchen lider Bundesliga 2024-2025,points_gap_to_leader
puncte pana la lider pentru paris saint-germain in Serie A 2021-2022,points_gap_to_leader
deschide youtube,other
cati km are maratonul,other
bukayo saka cate goluri are in Bndesliga 2022-2023,player_goals
goluri Florian Wirtz in ultimele 3 meciuri,player_goals
goluri Dnis Alibec in ultimele 3 meciuri,player_goals
Florian Wirtz cate goluri are in Liga 1 2026-2027,player_goals
florian wirtz cate goluri are in serie a 2020-2021,player_goals
cat e gapul de puncte pentru manchester city in bundesliga 2022-2023,points_gap_to_leader
diferenta de puncte Lverpool lider Serie A 2020-2021,points_gap_to_leader
puncte pana la lider pentru sepsi osk in Serie A 2021-2022,points_gap_to_leader
cat e gapul de puncte pentru Inter Milano in serie a 2025-2026,points_gap_to_leader
FCSB cate puncte fata de lider in UEFA Champions League 2018-2019,points_gap_to_leader
diferenta de puncte brussia dortmund lider ligue 1 2019-2020,points_gap_to_leader
goluri florinel coman in ultimele 3 meciuri,player_goals
Universitatea Craiova cate puncte fata de lider in Srie A 2025-2026,points_gap_to_leader
cate goluri a marcat denis alibec in Liga 1 2026-2027,player_goals
goluri rodrygo in ultimele 3 meciuri,player_goals
cum gatesc paste,other
fcsb cate puncte fata de lider in liga 1 2017-2018,points_gap_to_leader
cate goluri are Darius Olaru,player_goals
puncte pana la lider pentru Bayern Munchen in L Liga 2021-2022,points_gap_to_leader
ce ora este,other
goluri marcate de Darius Olaru in Liga 1 2023-2024,player_goals
puncte pana la lider pentru bayern munchen in bundesliga 2016-2017,points_gap_to_leader
puncte pana la lider pentru cfr cluj in Bundesliga 2018-2019,points_gap_to_leader
goluri marcate de denis alibec in ligue 1 2022-2023,player_goals
cate puncte sunt intre FC Barcelona si lider in Serie A 2023-2024,points_gap_to_leader
diferenta de puncte Inter Milano lider Ligue 1 2019-2020,points_gap_to_leader
goluri Cristiano Ronaldo in ultimele 3 meciuri,player_goals
diferenta de puncte Borussia Dortmund lider UEFA Champions League 2019-2020,points_gap_to_leader
cate goluri are neymar,player_goals
goluri mohamed salah 2016-2017,player_goals
Paris Saint-Germain cate puncte fata de lider in Serie A 2020-2021,points_gap_to_leader
cate goluri a marcat Florian Wirtz in Serie A 2016-2017,player_goals
cat e gapul de puncte pentru Frul Constanta in Bundesliga 2024-2025,points_gap_to_leader
goluri Harry Kane 2016-2017,player_goals
goluri mohamed salah 2025-2026,player_goals
diferenta de puncte niversitatea Craiova lider Ligue 1 2024-2025,points_gap_to_leader
cati km are maratonul,other
Dinamo Bucuresti cate puncte fata de lider in bundesliga 2020-2021,points_gap_to_leader
cate goluri a marcat Bukayo Saka in Liga 1 2026-2027,player_goals
pretul la btc,other
puncte pana la lider pentru U Cluj in Lga 1 2022-2023,points_gap_to_leader
cate puncte sunt intre Universitatea Craiova si lider in premier league 2025-2026,points_gap_to_leader
cate goluri a marcat Florinel Coman in UEFA Champions League 2025-2026,player_goals
ce ora este,other
goluri Mohamed Salah 2023-2024,player_goals
goluri marcate de Denis Alibec in premier league 2022-2023,player_goals
cum gatesc paste,other
cat e gapul de puncte pentru CFR Clj in Serie A 2022-2023,points_gap_to_leader
vinicius junior cate goluri are in efa champions league 2025-2026,player_goals
puncte pana la lider pentru Manchester City in liga 1 2019-2020,points_gap_to_leader
ce ora este,other
cate goluri are Mhamed Salah,player_goals
care e vremea azi,other
Dinamo Bucuresti cate puncte fata de lider in UEFA Champions League 2024-2025,points_gap_to_leader
goluri Bkayo Saka in ultimele 3 meciuri,player_goals
goluri Mohamed Salah in ultimele 3 meciuri,player_goals
cat e gapul de puncte pentru Paris Saint-Germain in Premier League 2023-2024,points_gap_to_leader
goluri marcate de Denis Alibec in UEFA Champions League 2024-2025,player_goals
cate goluri are Octavian Popescu in 2022-2023,player_goals
puncte pana la lider pentru Farul Constanta in Bundesliga 2023-2024,points_gap_to_leader
goluri Rafael Leao 2021-2022,player_goals
goluri Florian Wirtz in ultimele 3 meciuri,player_goals
Denis Alibec cate goluri are in bundesliga 2021-2022,player_goals
puncte pana la lider pentru Arsenal in liga 1 2022-2023,points_gap_to_leader
cum gatesc paste,other
Paris Saint-Germain cate puncte fata de lider in Serie A 2017-2018,points_gap_to_leader
goluri Phil Foden 2018-2019,player_goals
Luka Modric cate goluri are in Premier League 2026-2027,player_goals
cat e gapul de puncte pentru niversitatea Craiova in premier league 2023-2024,points_gap_to_leader
goluri Nicolae Stanciu in ultimele 3 meciuri,player_goals
mohamed salah cate goluri are in UEFA Champions League 2023-2024,player_goals
Phil Foden cate goluri are in uefa champions league 2021-2022,player_goals
cat e gapul de puncte pentru Bayern Munchen in Ligue 1 2022-2023,points_gap_to_leader
goluri marcate de Florinel Coman in Premier League 2023-2024,player_goals
fa-mi un ceai,other
puncte pana la lider pentru Juventus in Bundesliga 2023-2024,points_gap_to_leader
cat e gapul de puncte pentru Bayern Munchen in Lga 1 2024-2025,points_gap_to_leader
cati km are maratonul,other
karim benzema cate goluri are in Bundesliga 2020-2021,player_goals
puncte pana la lider pentru FCSB in uefa champions league 2023-2024,points_gap_to_leader
cate goluri a marcat Ianis Hagi in Liga 1 2020-2021,player_goals
goluri Nicolae Stanciu in ultimele 10 meciuri,player_goals
goluri marcate de Rfael Leao in uefa champions league 2019-2020,player_goals
spune-mi o gluma,other
diferenta de puncte uta arad lider Bundesliga 2016-2017,points_gap_to_leader
puncte pana la lider pentru Juventus in L Liga 2023-2024,points_gap_to_leader
ce ora este,other
puncte pana la lider pentru Paris Saint-Germain in EFA Champions League 2023-2024,points_gap_to_leader
puncte pana la lider pentru Liverpool in La Liga 2025-2026,points_gap_to_leader
cate puncte sunt intre liverpool si lider in Liga 1 2016-2017,points_gap_to_leader
cate puncte sunt intre Inter Milano si lider in UEFA Champions League 2019-2020,points_gap_to_leader
Sepsi OSK cate puncte fata de lider in premier league 2021-2022,points_gap_to_leader
fa-mi un ceai,other
puncte pana la lider pentru FCSB in Bundesliga 2017-2018,points_gap_to_leader
prneste muzica,other
cate goluri a marcat Bukayo Saka in UEFA Champions League 2020-2021,player_goals
cate goluri are Rodrygo,player_goals
cate goluri are Denis Alibec in 2017-2018,player_goals
arata-mi programul de azi,other
goluri andrei ivan 2018-2019,player_goals
Universitatea Craiova cate puncte fata de lider in La Liga 2019-2020,points_gap_to_leader
fa-mi un ceai,other
Mnchester City cate puncte fata de lider in srie a 2025-2026,points_gap_to_leader
diferenta de puncte cfr cluj lider liga 1 2026-2027,points_gap_to_leader
deschide youtube,other
cate goluri a marcat ncolae stanciu in uefa champions league 2018-2019,player_goals
cate goluri are Nicolae Stanciu,player_goals
cate puncte sunt intre UTA Arad si lider in serie a 2022-2023,points_gap_to_leader
pretul la btc,other
goluri Antoine Griezmann in ultimele 10 meciuri,player_goals
cate puncte sunt intre Juventus si lider in liga 1 2017-2018,points_gap_to_leader
goluri mario camora 2019-2020,player_goals
goluri marcate de cristiano ronaldo in UEFA Champions League 2025-2026,player_goals
diferenta de puncte juventus lider bundesliga 2020-2021,points_gap_to_leader
goluri marcate de Drius Olaru in UEFA Champions League 2017-2018,player_goals
cati km are maratonul,other
puncte pana la lider pentru Petrolul Ploiesti in UEFA Champions League 2020-2021,points_gap_to_leader
diferenta de puncte U Cluj lider premier league 2024-2025,points_gap_to_leader
rapid bucuresti cate puncte fata de lider in Bundesliga 2026-2027,points_gap_to_leader
diferenta de puncte FCSB lider Ligue 1 2022-2023,points_gap_to_leader
cate goluri are Florinel Coman,player_goals
cate puncte sunt intre Farul Constanta si lider in l liga 2016-2017,points_gap_to_leader
Radu Dragusin cate goluri are in Bndesliga 2022-2023,player_goals
porneste muzica,other
creeaza un reminder maine,other
ce ora este,other
c ora este,other
goluri Toni Kroos in ultimele 5 meciuri,player_goals
cate goluri are kylan mbappe in 2020-2021,player_goals
cate goluri are Denis Alibec in 2022-2023,player_goals
cate goluri are toni kroos in 2018-2019,player_goals
u cluj cate puncte fata de lider in la liga 2020-2021,points_gap_to_leader
porneste muzica,other
goluri Crstiano Ronaldo 2018-2019,player_goals
Florian Wirtz cate goluri are in Liga 1 2026-2027,player_goals
cate goluri are Kylian Mbappe in 2024-2025,player_goals
goluri Jude Bellingham 2023-2024,player_goals
diferenta de puncte Paris Saint-Germain lider efa champions league 2020-2021,points_gap_to_leader
fa-mi un ceai,other
cate goluri are rdu dragusin,player_goals
cate puncte sunt intre universitatea craiova si lider in UEFA Champions League 2020-2021,points_gap_to_leader
arsenal cate puncte fata de lider in Bundesliga 2021-2022,points_gap_to_leader
cate goluri a marcat vinicius junior in Serie A 2017-2018,player_goals
ce ora este,other
goluri marcate de Radu Dragusin in UEFA Champions League 2020-2021,player_goals
UTA Arad cate puncte fata de lider in UEFA Champions League 2025-2026,points_gap_to_leader
cat e gapul de puncte pentru petrolul ploiesti in Bundesliga 2022-2023,points_gap_to_leader
puncte pana la lider pentru Sepsi OSK in ligue 1 2022-2023,points_gap_to_leader
pretul la btc,other
CFR Cluj cate puncte fata de lider in ligue 1 2021-2022,points_gap_to_leader
cate goluri a marcat ciprian deac in Serie A 2026-2027,player_goals
ta arad cate puncte fata de lider in UEFA Champions League 2018-2019,points_gap_to_leader
cate goluri are Jude Bellingham,player_goals
cat e gapul de puncte pentru Real Madrid in premier league 2025-2026,points_gap_to_leader
cat e gapul de puncte pentru Bayern Munchen in serie a 2019-2020,points_gap_to_leader
cate goluri are Phil Foden,player_goals
Rapid Bucuresti cate puncte fata de lider in serie a 2019-2020,points_gap_to_leader
fa-mi un ceai,other
puncte pana la lider pentru Liverpool in Bundesliga 2025-2026,points_gap_to_leader
diferenta de puncte Farul Constanta lider La Liga 2026-2027,points_gap_to_leader
cate goluri a marcat Mario Camora in Serie A 2021-2022,player_goals
Octavian Popescu cate goluri are in Liga 1 2017-2018,player_goals
cate goluri a marcat Rodrygo in ligue 1 2023-2024,player_goals
goluri Robert Lewandowski 2026-2027,player_goals
cati km are maratonul,other
cate goluri a marcat florian wirtz in UEFA Champions League 2019-2020,player_goals
Ciprian Deac cate goluri are in la liga 2020-2021,player_goals
care e vremea azi,other
puncte pana la lider pentru petrolul ploiesti in la liga 2025-2026,points_gap_to_leader
cat e gapul de puncte pentru Liverpool in Bundesliga 2026-2027,points_gap_to_leader
cate goluri are andrei ivan,player_goals
puncte pana la lider pentru sepsi osk in UEFA Champions League 2017-2018,points_gap_to_leader
cate puncte sunt intre FC Barcelona si lider in UEFA Champions League 2020-2021,points_gap_to_leader
cate goluri are Krim Benzema,player_goals
cre e vremea azi,other
prtul la btc,other
cate goluri are neymar,player_goals
cate goluri a marcat toni kroos in Premier League 2017-2018,player_goals
cate goluri are vinicius junior,player_goals
diferenta de puncte farul constanta lider La Liga 2016-2017,points_gap_to_leader
pretul la btc,other
care e vremea azi,other
cate goluri a marcat Phl Foden in serie a 2021-2022,player_goals
goluri Luka Modric in ultimele 10 meciuri,player_goals
goluri neymar in ultimele 10 meciuri,player_goals
goluri antoine griezmann in ultimele 10 meciuri,player_goals
harry kane cate goluri are in UEFA Champions League 2016-2017,player_goals
ce ora este,other
ce ora este,other
cate puncte sunt intre UTA Arad si lider in Serie A 2026-2027,points_gap_to_leader
cate goluri are Erling Haaland in 2025-2026,player_goals
deschide youtube,other
diferenta de puncte Borussia Dortmund lider Premier League 2019-2020,points_gap_to_leader
octavian popescu cate goluri are in uefa champions league 2016-2017,player_goals
diferenta de puncte juventus lider serie a 2025-2026,points_gap_to_leader
porneste muzica,other
FCSB cate puncte fata de lider in uefa champions league 2017-2018,points_gap_to_leader
goluri Nicolae Stanciu 2019-2020,player_goals
jude bellingham cate goluri are in Bundesliga 2016-2017,player_goals
cate goluri a marcat ndrei ivan in Serie A 2021-2022,player_goals
cat e gapul de puncte pentru Farul Constanta in Bundesliga 2024-2025,points_gap_to_leader
diferenta de puncte Rapid Bucuresti lider La Liga 2017-2018,points_gap_to_leader
cate goluri are Robert Lewandowski in 2019-2020,player_goals
puncte pana la lider pentru Manchester City in Ligue 1 2016-2017,points_gap_to_leader
cati km are maratonul,other
Darius Olaru cate goluri are in Liga 1 2018-2019,player_goals
cate puncte sunt intre borussia dortmund si lider in EFA Champions League 2025-2026,points_gap_to_leader
cate puncte sunt intre Juventus si lider in UEFA Champions League 2025-2026,points_gap_to_leader
cate goluri are Kvin De Bruyne in 2021-2022,player_goals
cate puncte sunt intre borussia dortmund si lider in UEFA Champions League 2023-2024,points_gap_to_leader
goluri Rfael Leao in ultimele 3 meciuri,player_goals
porneste muzica,other
cate goluri a marcat Kylian Mbappe in La Liga 2025-2026,player_goals
goluri marcate de Florinel Coman in L Liga 2020-2021,player_goals
goluri rafael leao 2025-2026,player_goals
goluri marcate de Octavian Popescu in Serie A 2016-2017,player_goals
cate goluri are neymar,player_goals
cate goluri a marcat Rafael Leao in UEFA Champions League 2018-2019,player_goals
FCSB cate puncte fata de lider in UEFA Champions League 2022-2023,points_gap_to_leader
cate goluri are Ianis Hagi,player_goals
prtul la btc,other
cate goluri are Radu Dragusin in 2025-2026,player_goals
spune-mi o gluma,other
pretul la btc,other
spune-mi o gluma,other
cate goluri a marcat Florinel Coman in Srie A 2024-2025,player_goals
puncte pana la lider pentru Farul Constanta in Srie A 2021-2022,points_gap_to_leader
cate puncte sunt intre universitatea craiova si lider in uefa champions league 2019-2020,points_gap_to_leader
cati km are maratonul,other
Arsenal cate puncte fata de lider in liga 1 2026-2027,points_gap_to_leader
cate goluri a marcat kylian mbappe in UEFA Champions League 2025-2026,player_goals
ce ora este,other
goluri Harry Kane 2024-2025,player_goals
cate puncte sunt intre fcsb si lider in Liga 1 2016-2017,points_gap_to_leader
cum gatesc paste,other
arata-mi programul de azi,other
cate goluri are Florinel Coman,player_goals
Mohamed Salah cate goluri are in Premier League 2018-2019,player_goals
cat e gapul de puncte pentru Juventus in Serie A 2020-2021,points_gap_to_leader
goluri Andrei Ivan in ultimele 3 meciuri,player_goals
cat e gapul de puncte pentru U Cluj in UEFA Champions League 2017-2018,points_gap_to_leader
U Cluj cate puncte fata de lider in Serie A 2020-2021,points_gap_to_leader
diferenta de puncte Juventus lider Liga 1 2016-2017,points_gap_to_leader
UTA Arad cate puncte fata de lider in La Liga 2023-2024,points_gap_to_leader
puncte pana la lider pentru Universitatea Craiova in serie a 2023-2024,points_gap_to_leader
cate puncte sunt intre inter milano si lider in Serie A 2017-2018,points_gap_to_leader
cat e gapul de puncte pentru universitatea craiova in Bundesliga 2019-2020,points_gap_to_leader
paris saint-germain cate puncte fata de lider in la liga 2018-2019,points_gap_to_leader
goluri marcate de Drius Olaru in UEFA Champions League 2022-2023,player_goals
deschide youtube,other
goluri vinicius junior 2016-2017,player_goals
goluri Harry Kane 2022-2023,player_goals
cre e vremea azi,other
goluri Cristiano Ronaldo in ultimele 10 meciuri,player_goals
goluri Darius Olaru in ultimele 3 meciuri,player_goals
cate puncte sunt intre fcsb si lider in Ligue 1 2020-2021,points_gap_to_leader
cate goluri are nicolae stanciu in 2025-2026,player_goals
pretul la btc,other
cate goluri a marcat anis Hagi in La Liga 2024-2025,player_goals
cate goluri are Antoine Griezmann,player_goals
paris saint-germain cate puncte fata de lider in Serie A 2016-2017,points_gap_to_leader
cate goluri a marcat Rafael Leao in premier league 2020-2021,player_goals
arata-mi programul de azi,other
cate goluri are Bukayo Saka in 2016-2017,player_goals
puncte pana la lider pentru Bayern Munchen in UEFA Champions League 2025-2026,points_gap_to_leader
Bayern Munchen cate puncte fata de lider in Serie A 2022-2023,points_gap_to_leader
prneste muzica,other
ce ora este,other
Jude Bellingham cate goluri are in UEFA Champions League 2020-2021,player_goals
cate goluri a marcat Darius Olaru in UEFA Champions League 2022-2023,player_goals
frul constanta cate puncte fata de lider in Serie A 2019-2020,points_gap_to_leader
porneste muzica,other
Antoine Griezmann cate goluri are in liga 1 2021-2022,player_goals
goluri marcate de Denis Alibec in UEFA Champions League 2019-2020,player_goals
diferenta de puncte Bayern Munchen lider ligue 1 2020-2021,points_gap_to_leader
cate goluri are florinel coman in 2020-2021,player_goals
goluri Cristiano Ronaldo 2021-2022,player_goals
diferenta de puncte juventus lider bundesliga 2023-2024,points_gap_to_leader
goluri Flrian Wirtz in ultimele 10 meciuri,player_goals
cate puncte sunt intre Rapid Bucuresti si lider in Serie A 2017-2018,points_gap_to_leader
Inter Milano cate puncte fata de lider in Serie A 2017-2018,points_gap_to_leader
deschide youtube,other
Ptrolul Ploiesti cate puncte fata de lider in uefa champions league 2026-2027,points_gap_to_leader
puncte pana la lider pentru Juventus in ligue 1 2022-2023,points_gap_to_leader
goluri marcate de Andrei Ivan in UEFA Champions League 2020-2021,player_goals
goluri Drius Olaru in ultimele 10 meciuri,player_goals
cat e gapul de puncte pentru Farul Constanta in Premier League 2026-2027,points_gap_to_leader
cate goluri a marcat mohamed salah in Bundesliga 2020-2021,player_goals
puncte pana la lider pentru CFR Cluj in Liga 1 2017-2018,points_gap_to_leader
diferenta de puncte Real Madrid lider premier league 2020-2021,points_gap_to_leader
diferenta de puncte Petrolul Ploiesti lider Bundesliga 2026-2027,points_gap_to_leader
cati km are maratonul,other
cate goluri are Andrei Ivan,player_goals
Petrolul Ploiesti cate puncte fata de lider in Serie A 2026-2027,points_gap_to_leader
Phil Foden cate goluri are in Serie A 2026-2027,player_goals
Juventus cate puncte fata de lider in liga 1 2019-2020,points_gap_to_leader
cate goluri are Luka Modric,player_goals
cat e gapul de puncte pentru Farul Constanta in UEFA Champions League 2022-2023,points_gap_to_leader
cat e gapul de puncte pentru bayern munchen in bundesliga 2026-2027,points_gap_to_leader
goluri Harry Kane in ultimele 3 meciuri,player_goals
puncte pana la lider pentru Farul Constanta in EFA Champions League 2022-2023,points_gap_to_leader
diferenta de puncte Mnchester City lider Premier League 2018-2019,points_gap_to_leader
puncte pana la lider pentru paris saint-germain in Ligue 1 2020-2021,points_gap_to_leader
Kevin De Bruyne cate goluri are in Liga 1 2020-2021,player_goals
goluri marcate de Nymar in premier league 2018-2019,player_goals
goluri Radu Dragusin in ultimele 3 meciuri,player_goals
diferenta de puncte Farul Constanta lider Premier League 2018-2019,points_gap_to_leader
pretul la btc,other
cate goluri are Darius Olaru in 2021-2022,player_goals
cate goluri are Rafael Leao,player_goals
puncte pana la lider pentru Spsi OSK in uefa champions league 2026-2027,points_gap_to_leader
goluri marcate de Bukayo Saka in Premier League 2020-2021,player_goals
ce ora este,other
cate puncte sunt intre bayern munchen si lider in serie a 2017-2018,points_gap_to_leader
goluri Kevin De Bruyne 2016-2017,player_goals
goluri Mohamed Salah in ultimele 3 meciuri,player_goals
cate puncte sunt intre Rapid Bucuresti si lider in Liga 1 2022-2023,points_gap_to_leader
porneste muzica,other
goluri Florian Wirtz 2025-2026,player_goals
diferenta de puncte FC Barcelona lider Bundesliga 2017-2018,points_gap_to_leader
cat e gapul de puncte pentru Borussia Dortmund in liga 1 2021-2022,points_gap_to_leader
cate puncte sunt intre Universitatea Craiova si lider in La Liga 2026-2027,points_gap_to_leader
cati km are maratonul,other
spune-mi o gluma,other
arata-mi programul de azi,other
goluri Phil Foden in ultimele 5 meciuri,player_goals
fc barcelona cate puncte fata de lider in Premier League 2026-2027,points_gap_to_leader
cate goluri are antoine griezmann in 2021-2022,player_goals
puncte pana la lider pentru fcsb in UEFA Champions League 2019-2020,points_gap_to_leader
cate goluri are Octavian Popescu,player_goals
cate puncte sunt intre Manchester City si lider in L Liga 2023-2024,points_gap_to_leader
cat e gapul de puncte pentru Rpid Bucuresti in UEFA Champions League 2017-2018,points_gap_to_leader
deschide youtube,other
cate puncte sunt intre Sepsi OSK si lider in UEFA Champions League 2024-2025,points_gap_to_leader
diferenta de puncte Arsenal lider Bundesliga 2026-2027,points_gap_to_leader
goluri Radu Dragusin 2018-2019,player_goals
puncte pana la lider pentru liverpool in UEFA Champions League 2020-2021,points_gap_to_leader
creeaza un reminder maine,other
goluri marcate de mario camora in UEFA Champions League 2022-2023,player_goals
goluri marcate de Mario Camora in Ligue 1 2024-2025,player_goals
goluri erling haaland 2026-2027,player_goals
fa-mi un ceai,other
goluri andrei ivan 2020-2021,player_goals
cate puncte sunt intre Farul Constanta si lider in Lgue 1 2022-2023,points_gap_to_leader
creaza un reminder maine,other
cate puncte sunt intre Dinamo Bucuresti si lider in Serie A 2025-2026,points_gap_to_leader
Antoine Griezmann cate goluri are in Premier League 2019-2020,player_goals
cat e gapul de puncte pentru inter milano in La Liga 2021-2022,points_gap_to_leader
Vinicius Junior cate goluri are in liga 1 2021-2022,player_goals
cate puncte sunt intre Universitatea Craiova si lider in liga 1 2017-2018,points_gap_to_leader
goluri marcate de mario camora in uefa champions league 2018-2019,player_goals
goluri Nicolae Stanciu 2020-2021,player_goals
byern munchen cate puncte fata de lider in liga 1 2026-2027,points_gap_to_leader
cate goluri are ciprian deac,player_goals
cate goluri a marcat rodrygo in bundesliga 2019-2020,player_goals
cate goluri a marcat Harry Kane in Serie A 2017-2018,player_goals
cate puncte sunt intre fcsb si lider in Ligue 1 2020-2021,points_gap_to_leader
cate goluri are Mario Camora,player_goals
creeaza un reminder maine,other
deschide youtube,other
goluri marcate de Luka Modric in Bundesliga 2018-2019,player_goals
goluri marcate de Mario Camora in Serie A 2026-2027,player_goals
cate goluri are Robert Lewandowski,player_goals
cate goluri are Vinicius Junior,player_goals
cate puncte sunt intre FCSB si lider in liga 1 2026-2027,points_gap_to_leader
cum gatesc paste,other
FCSB cate puncte fata de lider in UEFA Champions League 2025-2026,points_gap_to_leader
Juventus cate puncte fata de lider in Liga 1 2022-2023,points_gap_to_leader
Rpid Bucuresti cate puncte fata de lider in Liga 1 2021-2022,points_gap_to_leader
cate puncte sunt intre inter milano si lider in bundesliga 2017-2018,points_gap_to_leader
cate goluri are Darius Olaru,player_goals
nicolae stanciu cate goluri are in premier league 2022-2023,player_goals
cat e gapul de puncte pentru FC Barcelona in Premier League 2018-2019,points_gap_to_leader
diferenta de puncte U Cluj lider Liga 1 2021-2022,points_gap_to_leader
goluri antoine griezmann in ultimele 5 meciuri,player_goals
diferenta de puncte Arsenal lider la liga 2023-2024,points_gap_to_leader
goluri marcate de Radu Dragusin in Liga 1 2025-2026,player_goals
puncte pana la lider pentru arsenal in bundesliga 2018-2019,points_gap_to_leader
cate puncte sunt intre Borussia Dortmund si lider in Bundesliga 2024-2025,points_gap_to_leader
cate goluri are Nicolae Stanciu in 2026-2027,player_goals
cum gatesc paste,other
cat e gapul de puncte pentru Petrolul Ploiesti in Bundesliga 2020-2021,points_gap_to_leader
cate goluri are Lka Modric,player_goals
porneste muzica,other
cate puncte sunt intre Juventus si lider in Bundesliga 2018-2019,points_gap_to_leader
